Year,Code      Age  Both sexes        Male      Female
1980,11    DC   41        6710        3207        3503
1980,11    DC   42        6554        3178        3376
1980,11    DC   43        6154        2911        3243
1980,11    DC   44        6143        2952        3191
1980,11    DC   45        5935        2819        3116
1980,11    DC   46        6013        2779        3234
1980,11    DC   47        6140        2902        3238
1980,11    DC   48        5709        2625        3084
1980,11    DC   49        6167        2889        3278
1980,11    DC   50        6520        3021        3499
1980,11    DC   51        6419        2974        3445
1980,11    DC   52        6515        3003        3512
1980,11    DC   53        6582        2989        3593
1980,11    DC   54        6805        3041        3764
1980,11    DC   55        6844        3035        3809
1980,11    DC   56        6762        3028        3734
1980,11    DC   57        7006        3091        3915
1980,11    DC   58        6694        2920        3774
1980,11    DC   59        6633        3069        3564
1980,11    DC   60        6597        2893        3704
1980,11    DC   61        5980        2727        3253
1980,11    DC   62        5815        2441        3374
1980,11    DC   63        5612        2380        3232
1980,11    DC   64        5510        2232        3278
1980,11    DC   65        5676        2359        3317
1980,11    DC   66        5301        2193        3108
1980,11    DC   67        5332        2118        3214
1980,11    DC   68        4950        2053        2897
1980,11    DC   69        4983        1989        2994
1980,11    DC   70        4481        1723        2758
1980,11    DC   71        4185        1638        2547
1980,11    DC   72        4011        1503        2508
1980,11    DC   73        3564        1356        2208
1980,11    DC   74        3628        1373        2255
1980,11    DC   75        3131        1170        1961
1980,11    DC   76        2878        1002        1876
1980,11    DC   77        2677         900        1777
1980,11    DC   78        2444         822        1622
1980,11    DC   79        2330         783        1547
1980,11    DC   80        2148         666        1482
1980,11    DC   81        1767         545        1222
1980,11    DC   82        1573         479        1094
1980,11    DC   83        1426         432         994
1980,11    DC   84        1332         388         944
1980,11    DC   85        6463        1718        4745
1980,12    FL    0      126562       64894       61668
1980,12    FL    1      115962       59081       56881
1980,12    FL    2      112125       57230       54895
1980,12    FL    3      113983       58138       55845
1980,12    FL    4      110463       56477       53986
1980,12    FL    5      114827       58871       55956
1980,12    FL    6      114333       58518       55815
1980,12    FL    7      122216       62226       59990
1980,12    FL    8      126997       64813       62184
1980,12    FL    9      141529       72090       69439
1980,12    FL   10      140478       71928       68550
1980,12    FL   11      134976       68823       66153
1980,12    FL   12      132136       67445       64691
1980,12    FL   13      137613       70172       67441
1980,12    FL   14      143690       73516       70174
1980,12    FL   15      155412       79352       76060
1980,12    FL   16      162467       82787       79680
1980,12    FL   17      164681       84269       80412
1980,12    FL   18      161618       81606       80012
1980,12    FL   19      170509       85307       85202
1980,12    FL   20      166199       82636       83563
1980,12    FL   21      162871       81244       81627
1980,12    FL   22      163606       81765       81841
1980,12    FL   23      165535       82701       82834
1980,12    FL   24      161738       80445       81293
1980,12    FL   25      158960       79193       79767
1980,12    FL   26      154646       76866       77780
1980,12    FL   27      151197       74933       76264
1980,12    FL   28      141166       69623       71543
